상품명,별점,리뷰
맛있는 밥/반찬 식단 2주 한끼 식사 냉동 배달 로칼 도시락 6종 12팩,5,너무 맛있어요  ㅎㅎㅎ 근데 좀 짤 때도 잇어요 ㅜ
맛있는 밥/반찬 식단 2주 한끼 식사 냉동 배달 로칼 도시락 6종 12팩,5,~~~~~~~~~~굿
맛있는 밥/반찬 식단 2주 한끼 식사 냉동 배달 로칼 도시락 6종 12팩,5,포장도 잘되어있네요! 맛있게 먹겠습니다
맛있는 밥/반찬 식단 2주 한끼 식사 냉동 배달 로칼 도시락 6종 12팩,4,아침에 급할때 좋습니다~ 밥 안거르고 출근해요.
맛있는 밥/반찬 식단 2주 한끼 식사 냉동 배달 로칼 도시락 6종 12팩,4,이번 도시락은 별로네요 ㅠㅠ
맛있는 밥/반찬 식단 2주 한끼 식사 냉동 배달 로칼 도시락 6종 12팩,5,맛있어요 잘 먹고있습니다 살이 좀 빠졌네요
맛있는 밥/반찬 식단 2주 한끼 식사 냉동 배달 로칼 도시락 6종 12팩,5,잘 먹겠습니다. 다음에 또 주문할듯
맛있는 밥/반찬 식단 2주 한끼 식사 냉동 배달 로칼 도시락 6종 12팩,5,"항상 여기 도시락만 주문해서 먹어요
종류도 많고 맛있어요"
맛있는 밥/반찬 식단 2주 한끼 식사 냉동 배달 로칼 도시락 6종 12팩,5,조아요 항상 잘 먹고있어요
맛있는 밥/반찬 식단 2주 한끼 식사 냉동 배달 로칼 도시락 6종 12팩,5,다이어트용으로 좋아요
맛있는 밥/반찬 식단 2주 한끼 식사 냉동 배달 로칼 도시락 6종 12팩,5,맛있습니다 근데 밥이 좀 부족 하네요.
맛있는 밥/반찬 식단 2주 한끼 식사 냉동 배달 로칼 도시락 6종 12팩,5,계속 주문해서 먹는중 새벽배송 칭찬합니다
맛있는 밥/반찬 식단 2주 한끼 식사 냉동 배달 로칼 도시락 6종 12팩,5,늘 점심으로 먹는거라 잘 먹고 있어요
맛있는 밥/반찬 식단 2주 한끼 식사 냉동 배달 로칼 도시락 6종 12팩,5,"맛도 좋고 골고루 먹을수 있어 좋네요^^.
 배송도 엄청 빠르구요. 재구매했어요~^^"
맛있는 밥/반찬 식단 2주 한끼 식사 냉동 배달 로칼 도시락 6종 12팩,5,일단 오늘 처음 먹어봤는데 적당한 간에 적당한 양에 먹기 편하네요!
맛있는 밥/반찬 식단 2주 한끼 식사 냉동 배달 로칼 도시락 6종 12팩,5,엄청맛있어요 도시락이 이정도라니
맛있는 밥/반찬 식단 2주 한끼 식사 냉동 배달 로칼 도시락 6종 12팩,5,포장깔끔하고 배송빠릅니다ㅎ
맛있는 밥/반찬 식단 2주 한끼 식사 냉동 배달 로칼 도시락 6종 12팩,5,맛있어요 도시락 자주먹어요
저당도시락 장조림 버터 계란밥 225g 양많은 곤약밥/반찬 단백질식단,5,재구매입니다 간단히 먹기좋아요
저당도시락 장조림 버터 계란밥 225g 양많은 곤약밥/반찬 단백질식단,4,대기업의 맛!대기업의 맛!대기업의 맛!
저당도시락 장조림 버터 계란밥 225g 양많은 곤약밥/반찬 단백질식단,4,대기업의 맛!대기업의 맛!
저당도시락 장조림 버터 계란밥 225g 양많은 곤약밥/반찬 단백질식단,5,불닭덮밥이 젤 마싯슴 진자로.
저당도시락 장조림 버터 계란밥 225g 양많은 곤약밥/반찬 단백질식단,5,냠냠굿 간이야무지게ㅈ딱맞쥬
저당도시락 장조림 버터 계란밥 225g 양많은 곤약밥/반찬 단백질식단,5,푸주에 까르보나라 소스 묻힌 맛 저는 좋았어요 식감도 신선하구
저당도시락 장조림 버터 계란밥 225g 양많은 곤약밥/반찬 단백질식단,5,최고 맛나요 속세의맛
저당도시락 장조림 버터 계란밥 225g 양많은 곤약밥/반찬 단백질식단,5,편하고 맛있어요 다양한맛
저당도시락 장조림 버터 계란밥 225g 양많은 곤약밥/반찬 단백질식단,5,양이 적지만 간도 맞고 맛있어요
저당도시락 장조림 버터 계란밥 225g 양많은 곤약밥/반찬 단백질식단,5,매콤한 짬뽕밥이라 맛있고 편해요
저당도시락 장조림 버터 계란밥 225g 양많은 곤약밥/반찬 단백질식단,5,산채나물밥을 간편하게먹을수 있어 좋아요
저당도시락 장조림 버터 계란밥 225g 양많은 곤약밥/반찬 단백질식단,5,양이 많지 않지만  다이어트식으로 좋아요
저당도시락 장조림 버터 계란밥 225g 양많은 곤약밥/반찬 단백질식단,5,장조림에 버터향이 나서 좋아요
저당도시락 장조림 버터 계란밥 225g 양많은 곤약밥/반찬 단백질식단,5,"당뇨로  음식 선택이 힘든데 당 함량이 적어서 좋고 렌지에 돌려서 편리하게 섭취
맛도 괜찬네요"
저당도시락 장조림 버터 계란밥 225g 양많은 곤약밥/반찬 단백질식단,5,"당뇨로  음식 선택이 힘든데 당 함량이 적어서 좋고
맛도 괜찬네요"
저당도시락 장조림 버터 계란밥 225g 양많은 곤약밥/반찬 단백질식단,5,맛있게 먹었습니다.
저당도시락 장조림 버터 계란밥 225g 양많은 곤약밥/반찬 단백질식단,5,맛있게 잘 먹고 있습니다
저당도시락 장조림 버터 계란밥 225g 양많은 곤약밥/반찬 단백질식단,5,맛있어요~~~!!!
저당도시락 장조림 버터 계란밥 225g 양많은 곤약밥/반찬 단백질식단,5,맛도괜찮아요~ 또시킬게용
저당도시락 장조림 버터 계란밥 225g 양많은 곤약밥/반찬 단백질식단,5,포장도 잘 되어있고 먹기편해요
7일의 덴마크 식단 간헐적 단식을 위한 저염 샐러드 도시락,5,"28일 금요일 오후 1시 전에 구매를 한 덕분에
토요일에 빠르게 받을 수 있었어요😇 한 삼년전인가?여기서 덴미크다이어트 7일 식단을 하고서 2~3키로가 빠졌던 경험이 있어서 다시 주문했어요
역시 포장도 꼼꼼하고 불필요한 얼음팩 대신 생수로 채워주신 점도 너무너무 좋았어요 ㅎ.ㅎ
우선 1일 ~ 3일치 식단을 받았구요! 구성 보세용
다이어트 열심히 할 수 있을 것 같은 느낌이...!! 케케
월요일부터 시작하려구요 (주말엔 마지막으로 먹어야 되..는....) 이번에는 운동이랑 병행해서 해볼건데 효과 있었으면 좋겠어요 저도 여러곳 구경하면서 다시 한번 고민하다가 믿을 수 있구 과거에 경험했던 곳에서 이용해야지 해서 여길 선택했거등요
고민되시는 분들 우선 질러보세요 직접 구매하는거나
이렇게 패키지로 챙겨주는거나 가격은 비슷해서 훨씬
간편하답니닷 ㅎ.ㅎ 최고에요!!!"
7일의 덴마크 식단 간헐적 단식을 위한 저염 샐러드 도시락,5,"살좀 제발빠졌으면 좋겠네요
포장 및 구성 만족합니다~~~"
7일의 덴마크 식단 간헐적 단식을 위한 저염 샐러드 도시락,4,계란하나가 맛이이상해여....냄새나고... 나머진괜찮아요
7일의 덴마크 식단 간헐적 단식을 위한 저염 샐러드 도시락,5,"일별로 간편하게 섭취 할 수 있어 좋았어요.
번거롭지 않게 꾸준하게 할 수 있는 점이 좋긴한데 식욕을 참는건 힘들어요.ㅋ"
7일의 덴마크 식단 간헐적 단식을 위한 저염 샐러드 도시락,4,"중간에 샐러드는 좀 실망했지만, 전체적으로 좋습니다~"
7일의 덴마크 식단 간헐적 단식을 위한 저염 샐러드 도시락,5,예전에 fmd 식단 사 먹어보고 오랜만에 덴마크로 다시 시작합니다! 날짜별로 도시락이 나뉘어져 있어서 너무 편리한데 플라스틱이 많이 생겨서 죄책감이 조금 들어요 ㅜㅜㅜ 플라스틱 많이 생기는거 빼고는 장점뿐인 시스템 입니다!
7일의 덴마크 식단 간헐적 단식을 위한 저염 샐러드 도시락,5,깔끔하고 편리하게 배송옵니다.파손없이 꼼꼼히 왔고요.근데 계란은..음..맛이 좀 없게 삶아졌어요..너무 많이 익었어요ㅜㅜ..
7일의 덴마크 식단 간헐적 단식을 위한 저염 샐러드 도시락,5,"좋아요 벌써 5번째 구매에 지인들 소개까지!
제가 아마 최다 구매자일꺼라고 자부할 수 있어요
동생도 구매해주고!
이제 아빠 구매해드린거에요"
7일의 덴마크 식단 간헐적 단식을 위한 저염 샐러드 도시락,5,덴마크다이어트를 이렇게 고급스럽고 맛있게 받을수있어서 만족해요
7일의 덴마크 식단 간헐적 단식을 위한 저염 샐러드 도시락,5,"깔끔하고 맛도 있고 무엇보다 1주일째인데 3kg빠졌네요 배고프지 않은 덴마크 다요트 1주일 더해서 목표 7kg감량 성공하려고요. 
1주일에 3kg빠진거 보고 주변 지인들 둘이나 주문했다네요 ^^"
7일의 덴마크 식단 간헐적 단식을 위한 저염 샐러드 도시락,3,"- 장점: 날짜별 삼시세끼 표기가 잘 되어 있어 좋았어요, 한꺼번에 배송 오지 않고 나눠서 와 좋았구요, 먹을 수 있는 생수로 빈틈 없이 포장해주셔서 새삼 환경 및 아이디어가 좋다는 생각이 들었습니다, 통자몽은 개취일 것 같아요 편리함vs위생의 가치관? 저는 좋았습니다, 이런저런 이유로 완벽한 디톡스는 하지 못 했지만 그래도 다이어트 전 시동 거는 느낌으로 프로그램 돌려준 것 같아 나름 만족합니다
- 단점: 개별 플라스틱이 얇아 몇개가 배송 시 깨져서 와 내용물이 쏟아져서 왔어요, 처음에는 드립커피라 좋았는데 시간이 없으니 이것마저 타먹는 커피였음 좋았겠다란 생각이 들었어요 이것도 개취요!, 가장 중요한 마지막은 제가 샐러리를 못 먹는다는 거였어요(바보)... 나중에는 결국 제외하고 먹었습니다ㅠㅠ 같은 데다여도 프로그램이 다르니 다들 본인에 맞게 잘 선택하셨으면 좋겠어요
- 팁: 토스트 빵에 샐러드 등을 넣어 샌드위치 만들어 드시면 맛있어요. 특히 파스타 :)"
7일의 덴마크 식단 간헐적 단식을 위한 저염 샐러드 도시락,5,준비할시간이 줄어드니 좋아요 포장도 깔끔하고 신선합니다 굿
7일의 덴마크 식단 간헐적 단식을 위한 저염 샐러드 도시락,4,"오늘 7일째 마지막날이네요
먹다가 소스 없이 샐러드를 먹으려니 물려서 잘 못먹기도하고 카페인때문에 커피도 잘 못먹고 그래서 그런지 몸무게는 2키로 감량했네요
아쉬운 감량이긴한데 건강하게 몸을 정화했다고 생각하고 다음에 할 기회가 생기면 3일만 하려구요
3일 이후는 넘 힘드네요 ㅋㅋ 특히 샐러리 지옥이예요.. ㄷㄷ 입맛 사라짐!"
7일의 덴마크 식단 간헐적 단식을 위한 저염 샐러드 도시락,5,"3회에 걸쳐 배송 잘 받아서 간편하게 덴마크 식단 섭취했습니다.
마지막 회차에 배송중 파손이 된건지는 모르지만 자몽 2팩 용기가 다 깨지고 나물?도 깨져서 순서 상관없이 바로 먼저 먹어야 했습니다. ㅠ
날이 추워 상하거나 하진 않아 그냥 넘어갑니다.
또 이건 저만 그런건지 모르겠지만 플라스틱 용기 뚜껑 열기가 너무 힘듭니다. 1주일 식단 내내 여는게 너무 힘들어서 진땀 뺐네요. 그 부분이 불편했던 것 외에는 만족합니다."
7일의 덴마크 식단 간헐적 단식을 위한 저염 샐러드 도시락,5,그대로만 먹으면 살이 빠져요
7일의 덴마크 식단 간헐적 단식을 위한 저염 샐러드 도시락,5,사진이 이거뿐이네용 ㅠㅠ 건강식을 좀 챙겨먹고 싶어서 구매했는데 포장도 먹기 좋게 되어있고 순서대로 배송이 와서 너무 편리하고 좋았어요 다만 쓰레기가 많이 나와서 조금 번거롭긴 했어요 ㅠㅠ 그래도 단기간에 살빼고 건강식을 먹기에는 좋았습니다 !
7일의 덴마크 식단 간헐적 단식을 위한 저염 샐러드 도시락,5,간편하게 식단을 습관들일수있어서 좋아요
7일의 덴마크 식단 간헐적 단식을 위한 저염 샐러드 도시락,5,"예전에 먹어보고 만족했었는데 
역시 신선하고 좋으네요~^^
또 몸이 무거워지는 계절이 되어 다시 도전합니다^^"
7일의 덴마크 식단 간헐적 단식을 위한 저염 샐러드 도시락,5,너무편해서 벌써5번째입니다! 끝나지않는 다이어트 ㅎㅎ
7일의 덴마크 식단 간헐적 단식을 위한 저염 샐러드 도시락,5,일주일간 가벼워져서 좋았어요^^
덜다 도시락 1주 식단 6종 저당 냉동 2주 직장인 닭가슴살 FMD 채식,5,맛나요 ㅎ 다만 좀 매운거 빼면 더 느을듯요 ㅠㅠ
덜다 도시락 1주 식단 6종 저당 냉동 2주 직장인 닭가슴살 FMD 채식,5,빠른배송과 구성도 좋고 맛도 있어요. 간편하고 좋아요
덜다 도시락 1주 식단 6종 저당 냉동 2주 직장인 닭가슴살 FMD 채식,5,빠른배송과 꼼꼼한 포장. 그리고 구성도 좋고 맛있어요
덜다 도시락 1주 식단 6종 저당 냉동 2주 직장인 닭가슴살 FMD 채식,5,맛도 일반도시락 비교해서 다를거없이 넘 맛나고 영양소도 잘 들어가있는것 같고 ㅎㅎ 무엇보다 먹었을때 허기지지않아여~
덜다 도시락 1주 식단 6종 저당 냉동 2주 직장인 닭가슴살 FMD 채식,5,맛있고 편해서 자주먹게됩니다!
덜다 도시락 1주 식단 6종 저당 냉동 2주 직장인 닭가슴살 FMD 채식,5,고기는 다 콩고기라 호불호가 갈릴수있는데 그래도 맛있어요!
덜다 도시락 1주 식단 6종 저당 냉동 2주 직장인 닭가슴살 FMD 채식,4,다이어트를 위해서 한번 구매해보았어요 꼭 성공했으면 좋겠습니다
덜다 도시락 1주 식단 6종 저당 냉동 2주 직장인 닭가슴살 FMD 채식,4,새로운.것이.먹고 싶어 시켰는데 만족합니다.
덜다 도시락 1주 식단 6종 저당 냉동 2주 직장인 닭가슴살 FMD 채식,5,닭가슴살 도시락만 먹어보다 시켰는데 종류가 다양해서 훨씬 좋았고 맛도 맛있어요ㅎㅎ 입에안맞을까봐 아니면 양이적을까봐 조금만 시켰는데 다른종류도 먹어보면 좋을거같아서 재주문하려고 합니다😆😆👍
덜다 도시락 1주 식단 6종 저당 냉동 2주 직장인 닭가슴살 FMD 채식,5,느무느무 맛있어요~  잘 먹을께요
덜다 도시락 1주 식단 6종 저당 냉동 2주 직장인 닭가슴살 FMD 채식,5,너무 맛있어요~!! 당연히 양은 적지만 점심시간에 먹고 배부르지 않게 채울수있어 좋습니다ㅎ
덜다 도시락 1주 식단 6종 저당 냉동 2주 직장인 닭가슴살 FMD 채식,5,먹기편함 다이어트 도시락 처음 드셔보시면 왜이리맛있냐고 할듯
덜다 도시락 1주 식단 6종 저당 냉동 2주 직장인 닭가슴살 FMD 채식,4,6가지 다양한 종류로 먹을 수 있어서 좋규 맛도 괜찮아요. 종종 애용할 것 같아요! 사무실에서 점심 도시락 먹는데 만족합니다.
덜다 도시락 1주 식단 6종 저당 냉동 2주 직장인 닭가슴살 FMD 채식,5,좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요
덜다 도시락 1주 식단 6종 저당 냉동 2주 직장인 닭가슴살 FMD 채식,5,양은 적지만 맛있어요
덜다 도시락 1주 식단 6종 저당 냉동 2주 직장인 닭가슴살 FMD 채식,5,배송도 빠르고 맛있어요
덜다 도시락 1주 식단 6종 저당 냉동 2주 직장인 닭가슴살 FMD 채식,5,배송도 빠르고 제품도 좋아용 ㅎㅎ
덜다 도시락 1주 식단 6종 저당 냉동 2주 직장인 닭가슴살 FMD 채식,5,먹어도 먹어도 안 질려요! 또 시켜 먹을라구요 ㅎㅎ
덜다 도시락 1주 식단 6종 저당 냉동 2주 직장인 닭가슴살 FMD 채식,5,"맛있게 잘 먹고 있어요
또 구매 할께요"
덜다 도시락 1주 식단 6종 저당 냉동 2주 직장인 닭가슴살 FMD 채식,5,자취 시작할때 산건데 여러 도시락 먹어봐도 이거가 제일 맛있었던거 같아요
맛있닭 더담은 닭가슴살 도시락 5팩 / 식단 배달,5,맛있어요 추천합니다
맛있닭 더담은 닭가슴살 도시락 5팩 / 식단 배달,5,두번째 주문이예요.
맛있닭 더담은 닭가슴살 도시락 5팩 / 식단 배달,5,맛있어요 양도 괜찮아요
맛있닭 더담은 닭가슴살 도시락 5팩 / 식단 배달,1,여러 회사 여러 종류의 도시락 돌아가며 시켜먹고 있습니다 (헬스중) 5팩 세트로 시켰는데 일단 맛이 너무 없구요... 무엇보다 스티로폼 박스로 포장온건 좋은데 너무 작은 박스에 왔는지 정말 꺼내기 힘들정도로 내부에 도시락이 꽉 끼었더라구요. 문제는 스티로폼 알갱이들이 부서져서 포장비닐에 달라붙어 물로 헹궈도 잘 떨어지지도 않습니다. 이거 전자렌지에 돌리면 스티로폼 알갱이가 같이 데워지는 에디션이 탄생하네요. 다시 주문할 일은 없을 것 같습니다.
맛있닭 더담은 닭가슴살 도시락 5팩 / 식단 배달,5,다이어트 식품으오 강추 합니다
맛있닭 더담은 닭가슴살 도시락 5팩 / 식단 배달,5,상품배송이 늦어져서 밤늦게 물어봤었는데 빠른 피드백 감사합니다.
맛있닭 더담은 닭가슴살 도시락 5팩 / 식단 배달,5,상품배송이 늦어져서 밤늦게 물어봤었는데 빠르게 피드백 해주셔서 감사합니다
맛있닭 더담은 닭가슴살 도시락 5팩 / 식단 배달,5,선물받은 분이 좋다고 하네요.
맛있닭 더담은 닭가슴살 도시락 5팩 / 식단 배달,5,항상시켜저멍거요 ㅇㅇ
맛있닭 더담은 닭가슴살 도시락 5팩 / 식단 배달,5,이거에 정착할거 같아요
맛있닭 더담은 닭가슴살 도시락 5팩 / 식단 배달,5,맛있어요! 또 구매할게요
맛있닭 더담은 닭가슴살 도시락 5팩 / 식단 배달,3,"밥 종류가 여러개라 괜찮았구요, 메인반찬은 특별한건 없는데 맛없진 않습니다. 먹고나면 배는 불렀구요.

채소 부분이 브로콜리, 미니양배추 한개씩 빼면 야채믹스로 잘게썰어져 있어서 한알씩 먹기 불편합니다."
맛있닭 더담은 닭가슴살 도시락 5팩 / 식단 배달,4,두번째구매입니다 ㅎㅎ 잘먹을게요
맛있닭 더담은 닭가슴살 도시락 5팩 / 식단 배달,4,배송빨라요 두번째구매입니다
맛있닭 더담은 닭가슴살 도시락 5팩 / 식단 배달,4,간편하게 식단용 먹기니 딴건 다 좋다고 치자.. 근데 자취하는거면 수저 젖가락 등은 가지고 있길..
맛있닭 더담은 닭가슴살 도시락 5팩 / 식단 배달,3,"맛이 중요하면 다른게 낫고, 양이 조금더 있는걸 원하면 괜찮아요"
맛있닭 더담은 닭가슴살 도시락 5팩 / 식단 배달,5,저렴한가격에잘구매했습니다
맛있닭 더담은 닭가슴살 도시락 5팩 / 식단 배달,5,먹기편하고 좋습니다.
맛있닭 더담은 닭가슴살 도시락 5팩 / 식단 배달,5,"진짜 맛있고 양도 많아요~~
식단조절은 하고싶은데
다이어트 도시락 양이 적어 망설이시는 분들께
좋을 것 같아요 ㅎㅎ"
맛있닭 더담은 닭가슴살 도시락 5팩 / 식단 배달,5,다른 도사락에 비해 양이 많고 배송이 빨라요
[포켓샐러드] 라이스 도시락/미니컵밥/두부파스타 27종 골라담기,5,맛있게 먹었습니다.
[포켓샐러드] 라이스 도시락/미니컵밥/두부파스타 27종 골라담기,5,맛있어요! 사이드메뉴 구성이 좋아서 나름 포만감도 있고 항상 만족합니다!
[포켓샐러드] 라이스 도시락/미니컵밥/두부파스타 27종 골라담기,5,"맛있어요~
닭가슴살이랑 먹기 좋아요"
[포켓샐러드] 라이스 도시락/미니컵밥/두부파스타 27종 골라담기,5,"진공포장되어 있어서 오래가고 먹기 좋아요!
회사에서 잘먹고 있어요👍"
[포켓샐러드] 라이스 도시락/미니컵밥/두부파스타 27종 골라담기,5,조금 짠데 그래도 맛나요!
[포켓샐러드] 라이스 도시락/미니컵밥/두부파스타 27종 골라담기,5,"샐러드는 맛있어서 재주문. 
다이어트 도시락은 평이 좋아서 트라이. 
도시락 양이 적어보이는데
먹었을때 포만감이 들었으면 좋겠어요."
[포켓샐러드] 라이스 도시락/미니컵밥/두부파스타 27종 골라담기,5,"샐러드는 맛있어서 재주문. 
다이어트 도시락도 한번 주문해봤어요. 
도시락 양이 겉으로 보기엔 매우 적어보이는데
먹으면 포만감 들었으면 좋겠네요."
[포켓샐러드] 라이스 도시락/미니컵밥/두부파스타 27종 골라담기,5,항상 잘먹고있습니다 bbb
[포켓샐러드] 라이스 도시락/미니컵밥/두부파스타 27종 골라담기,5,포켓샐러드 두부면2종류랑 도시락들 시켜서 다먹고이제 면1종류 남았어용ㅋㅋ샐러드도 맛있었어요 만족구매
[포켓샐러드] 라이스 도시락/미니컵밥/두부파스타 27종 골라담기,5,아직 안먹어봤는데 맛잇을거같아요!!!
[포켓샐러드] 라이스 도시락/미니컵밥/두부파스타 27종 골라담기,5,아직 안먹어봤는데 맛있을거같아요 ㅎㅎ
[포켓샐러드] 라이스 도시락/미니컵밥/두부파스타 27종 골라담기,5,다이어트 중 식단 고민할 필요 없어서 좋았어용
[포켓샐러드] 라이스 도시락/미니컵밥/두부파스타 27종 골라담기,5,꽤 맛있고 든든합니다ㅎㅎ
[포켓샐러드] 라이스 도시락/미니컵밥/두부파스타 27종 골라담기,5,생각보다 맛있고 든든합니다ㅎㅎ
[포켓샐러드] 라이스 도시락/미니컵밥/두부파스타 27종 골라담기,5,먹기도 정말 간편하고 맛있어요!
[포켓샐러드] 라이스 도시락/미니컵밥/두부파스타 27종 골라담기,5,"매번 구매하고 있어요
회사 점심시간에 먹기 딱이에요
계란후라이 들어간 새제품 많이 나왓음 좋겟어요"
[포켓샐러드] 라이스 도시락/미니컵밥/두부파스타 27종 골라담기,4,"맛있습니다
포장도 적당하고 먹기 좋아요"
[포켓샐러드] 라이스 도시락/미니컵밥/두부파스타 27종 골라담기,4,"좋습니다
편하고 먹기도 좋아요
간편함"
[포켓샐러드] 라이스 도시락/미니컵밥/두부파스타 27종 골라담기,4,"맛도 있고 편하고~
오랜만에 또 시켜 먹습니다"
[포켓샐러드] 라이스 도시락/미니컵밥/두부파스타 27종 골라담기,4,점심을 간단하게 해결하는 용도로 딱이예요! 작은 컵라면 하나만 있다면 든든쓰~
맛있닭 더담은 닭가슴살 도시락 10팩 / 식단 배달 간편식,5,빠른 배송 감사합니다.
맛있닭 더담은 닭가슴살 도시락 10팩 / 식단 배달 간편식,5,포장도 꼼꼼하고 다이어트 식사를 생각할때 맛있는 편입니다👍
맛있닭 더담은 닭가슴살 도시락 10팩 / 식단 배달 간편식,3,간편하게 먹을수있네요
맛있닭 더담은 닭가슴살 도시락 10팩 / 식단 배달 간편식,5,빠른배송 감사합니다
맛있닭 더담은 닭가슴살 도시락 10팩 / 식단 배달 간편식,5,다이어트식단관리하려고주문했어요 한번시켜서먹어보고너무맛있어서재주문했어요
맛있닭 더담은 닭가슴살 도시락 10팩 / 식단 배달 간편식,5,더 시켜먹을 예정입니다! 싸고 간편해요!
맛있닭 더담은 닭가슴살 도시락 10팩 / 식단 배달 간편식,1,도시락 재주문 할려고 보니 영양성분 표기사항이 다른 이슈가 있었네요 소시지들어간 도시락은 주문이 안되는거 같던데 실망이네요..
맛있닭 더담은 닭가슴살 도시락 10팩 / 식단 배달 간편식,3,너무 비싸졌어요…..
맛있닭 더담은 닭가슴살 도시락 10팩 / 식단 배달 간편식,3,너무 비싸졌어요….
맛있닭 더담은 닭가슴살 도시락 10팩 / 식단 배달 간편식,3,너무 비싸졌어요!!!!
맛있닭 더담은 닭가슴살 도시락 10팩 / 식단 배달 간편식,5,종류가 다양해서 골라서 먹었고 맛은 다이어트 도시락 답게 깔끔했어요. 제 입맛에 맞는 걸로 따로 구매할거 같아요.
맛있닭 더담은 닭가슴살 도시락 10팩 / 식단 배달 간편식,5,아무래도 냉동이니 기대에 못미치는건 있지만 나름 맛있게 잘먹었어요~
맛있닭 더담은 닭가슴살 도시락 10팩 / 식단 배달 간편식,3,그냥그래요그냥그래요
맛있닭 더담은 닭가슴살 도시락 10팩 / 식단 배달 간편식,5,너무너무 맛있게 잘 먹고 있어요
맛있닭 더담은 닭가슴살 도시락 10팩 / 식단 배달 간편식,4,양배추는 쓴맛때문에 빼고 먹었어요
맛있닭 더담은 닭가슴살 도시락 10팩 / 식단 배달 간편식,4,굿. .......
맛있닭 더담은 닭가슴살 도시락 10팩 / 식단 배달 간편식,5,너무 맛있습니다!!
맛있닭 더담은 닭가슴살 도시락 10팩 / 식단 배달 간편식,4,먹기도 편리하고 맛있어요 그런데 야채가 스팀야채인데 너무 날 것 그대로의 맛이어서 조금 부담스러운 맛이었어요ㅠ
맛있닭 더담은 닭가슴살 도시락 10팩 / 식단 배달 간편식,5,3년째 재주문중 입니다
맛있닭 더담은 닭가슴살 도시락 10팩 / 식단 배달 간편식,5,18년도 부터 식이조절 필요할땐 이것만 먹슺니다 ㅎㅎ
다즐샵 일품 도시락 10종 11팩 냉동 닭가슴살 단백질 식단 관리 볶음밥,4,지인분이 주셔서 먹어봣는데 애들이 넘맛있대서 구매했어요 깔끔하니좋아요
다즐샵 일품 도시락 10종 11팩 냉동 닭가슴살 단백질 식단 관리 볶음밥,5,잘 먹겠습니다 ! !
다즐샵 일품 도시락 10종 11팩 냉동 닭가슴살 단백질 식단 관리 볶음밥,5,"항상 잘먹고있어여 
이번엔 가격이 좀 올랐네여?
제발 동결이길 간절히 바랍니닽 ㅠㅠ"
다즐샵 일품 도시락 10종 11팩 냉동 닭가슴살 단백질 식단 관리 볶음밥,5,"다즐 즐겨먹습니다.
이번달은 일품세트로 주문했네요."
다즐샵 일품 도시락 10종 11팩 냉동 닭가슴살 단백질 식단 관리 볶음밥,5,일단 밥양이 은근히 많고 메뉴하나하나 맛있었어요..!!
다즐샵 일품 도시락 10종 11팩 냉동 닭가슴살 단백질 식단 관리 볶음밥,5,매일 먹고있는데 맛있어여!
다즐샵 일품 도시락 10종 11팩 냉동 닭가슴살 단백질 식단 관리 볶음밥,4,"다 볶음밥인게 너무 아쉬워요ㅠ
그래도 가성비 괜찮아요"
다즐샵 일품 도시락 10종 11팩 냉동 닭가슴살 단백질 식단 관리 볶음밥,4,너무 맛있어서 계속 재구매 중 입니다~
다즐샵 일품 도시락 10종 11팩 냉동 닭가슴살 단백질 식단 관리 볶음밥,4,편리하고 맛도 괜찮아요
다즐샵 일품 도시락 10종 11팩 냉동 닭가슴살 단백질 식단 관리 볶음밥,5,"3번째 구매중이에요
너무 만족햐요"
다즐샵 일품 도시락 10종 11팩 냉동 닭가슴살 단백질 식단 관리 볶음밥,5,맛도 좋고 먹기 편해요
다즐샵 일품 도시락 10종 11팩 냉동 닭가슴살 단백질 식단 관리 볶음밥,5,사무실에서 잘 먹구 있어용~~ 배송 빨라서 좋아요! 근데 이번에 가격이 올랐네요ㅠ
다즐샵 일품 도시락 10종 11팩 냉동 닭가슴살 단백질 식단 관리 볶음밥,5,첫주문! 맛있게 먹어보겠습니다!
다즐샵 일품 도시락 10종 11팩 냉동 닭가슴살 단백질 식단 관리 볶음밥,5,맛있어요~ 잘먹을게요
다즐샵 일품 도시락 10종 11팩 냉동 닭가슴살 단백질 식단 관리 볶음밥,5,정말 냉동이라고하기엔 맛이너무있어여ㅎㅎ
다즐샵 일품 도시락 10종 11팩 냉동 닭가슴살 단백질 식단 관리 볶음밥,5,정말 간편하고 맛있고 포장좋고 아주 좋습니다.
다즐샵 일품 도시락 10종 11팩 냉동 닭가슴살 단백질 식단 관리 볶음밥,5,너무맛나요 항상시키거 있어요 ^^
다즐샵 일품 도시락 10종 11팩 냉동 닭가슴살 단백질 식단 관리 볶음밥,4,맛있어요 간편하게 먹기 좋네요!!
다즐샵 일품 도시락 10종 11팩 냉동 닭가슴살 단백질 식단 관리 볶음밥,5,저렴히 잘 구매했어요
다즐샵 일품 도시락 10종 11팩 냉동 닭가슴살 단백질 식단 관리 볶음밥,5,맛있어요 잘먹을께요
오마이도시락 양많은 냉동도시락 식단관리 직장인점심 볶음밥도시락,5,양도 많고 너무 맛잇어요 수저도 주셔서 좋아요!
오마이도시락 양많은 냉동도시락 식단관리 직장인점심 볶음밥도시락,5,매달 주문해먹고 있네요
